Ad schedule day and hour report
1 October 2025 - 31 December 2025
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Tuesday,23,S | General | EU | FR,EUR,44.63,33,3,9.09%,0.49,1.47,0.00%,0.00,0.00
Monday,10,S | General | EU | FR,EUR,61.38,17,1,5.88%,1.04,1.04,0.00%,0.00,0.00
Monday,14,S | General | EU | FR,EUR,213.84,25,4,16.00%,1.34,5.35,0.00%,0.00,0.00
Saturday,21,S | General | UK,EUR,60.39,90,9,10.00%,0.60,5.43,22.22%,2.00,2.72
Sunday,11,S | General | UK,EUR,143.77,97,15,15.46%,0.93,13.95,6.67%,1.00,13.95
Saturday,21,S | Brand | EU | DE,EUR,2.00,10,2,20.00%,0.01,0.02,0.00%,0.00,0.00
Wednesday,10,S | Brand | EU | DE,EUR,60.00,6,1,16.67%,0.36,0.36,0.00%,0.00,0.00
Monday,16,S | Brand | EU | DE,EUR,6.92,13,2,15.38%,0.05,0.09,50.00%,1.00,0.09
Friday,19,PMax | Rem | NL | New,EUR,9.12,"2,315",126,5.44%,0.17,21.12,0.00%,0.00,0.00
Thursday,15,PMax | Rem | NL | New,EUR,8.63,"1,723",65,3.77%,0.23,14.87,3.08%,2.00,7.44
Tuesday,21,PMax | Rem | NL | New,EUR,11.13,"3,189",131,4.11%,0.27,35.50,0.00%,0.00,0.00
Friday,13,S | General | EU | EN,EUR,104.22,112,18,16.07%,0.65,11.67,5.56%,1.00,11.67
Thursday,10,S | General | EU | EN,EUR,35.71,84,4,4.76%,0.75,3.00,0.00%,0.00,0.00
Wednesday,3,S | General | EU | EN,EUR,59.55,11,2,18.18%,0.33,0.66,0.00%,0.00,0.00
Monday,19,S | General | EU | EN,EUR,33.43,81,5,6.17%,0.54,2.71,0.00%,0.00,0.00
Sunday,6,Rem | EU | EN,EUR,134.44,18,1,5.56%,2.42,2.42,0.00%,0.00,0.00
Saturday,16,Rem | EU | DE,EUR,39.67,50,2,4.00%,0.99,1.98,0.00%,0.00,0.00
Saturday,11,Rem | NL,EUR,10.72,150,2,1.33%,0.80,1.61,0.00%,0.00,0.00
Thursday,23,Rem | NL,EUR,1.87,107,1,0.93%,0.20,0.20,0.00%,0.00,0.00
Sunday,0,Rem | NL,EUR,1.93,53,1,1.89%,0.10,0.10,0.00%,0.00,0.00
Thursday,20,PMax | Rem | FR,EUR,21.98,175,14,8.00%,0.27,3.85,0.00%,0.00,0.00
Wednesday,10,PMax | Rem | FR,EUR,9.77,155,6,3.87%,0.25,1.51,0.00%,0.00,0.00
Monday,17,PMax | Rem | FR,EUR,11.04,243,23,9.47%,0.12,2.68,0.00%,0.00,0.00
Friday,11,S | Brand | NL,EUR,50.00,13,3,23.08%,0.22,0.65,0.00%,0.00,0.00
Friday,14,S | Brand | NL,EUR,261.60,25,9,36.00%,0.73,6.54,22.22%,2.00,3.27
Tuesday,18,S | Brand | NL,EUR,76.87,17,6,35.29%,0.22,1.31,16.67%,1.00,1.31
Saturday,15,PMax | Rem | DE,EUR,0.94,347,3,0.86%,0.11,0.33,0.00%,0.00,0.00
Friday,15,PMax | Rem | DE,EUR,7.93,390,10,2.56%,0.31,3.09,0.00%,0.00,0.00
Thursday,12,PMax | Rem | DE,EUR,4.72,478,8,1.67%,0.28,2.25,0.00%,0.00,0.00
Wednesday,8,PMax | Rem | DE,EUR,7.53,328,8,2.44%,0.31,2.47,0.00%,0.00,0.00
Tuesday,2,PMax | Rem | DE,EUR,38.77,32,3,9.38%,0.41,1.24,0.00%,0.00,0.00
Tuesday,13,PMax | Rem | DE,EUR,12.96,332,10,3.01%,0.43,4.30,0.00%,0.00,0.00
Monday,13,PMax | Rem | DE,EUR,6.62,350,8,2.29%,0.29,2.32,0.00%,0.00,0.00
Sunday,11,PMax | Rem | DE,EUR,19.56,504,18,3.57%,0.55,9.86,5.56%,1.00,9.86
Sunday,20,PMax | Rem | DE,EUR,11.91,523,21,4.02%,0.30,6.23,0.00%,0.00,0.00
Sunday,23,PMax | Rem | DE,EUR,4.27,447,9,2.01%,0.21,1.91,0.00%,0.00,0.00
Friday,5,PMax | Rem | UK,EUR,1.06,153,2,1.31%,0.08,0.16,0.00%,0.00,0.00
Thursday,16,PMax | Rem | UK,EUR,5.02,493,12,2.43%,0.21,2.48,0.00%,0.00,0.00
Monday,14,PMax | Rem | UK,EUR,11.75,185,17,9.19%,0.13,2.17,0.00%,0.00,0.00
Sunday,12,PMax | Rem | UK,EUR,6.70,625,11,1.76%,0.38,4.19,0.00%,0.00,0.00
Thursday,10,PMAX | shopping | EU | EN,EUR,0.11,"1,152",4,0.35%,0.03,0.12,0.00%,0.00,0.00
Monday,17,PMAX | shopping | EU | EN,EUR,0.58,315,4,1.27%,0.05,0.18,0.00%,0.00,0.00
Sunday,1,PMAX | shopping | EU | EN,EUR,0.33,223,2,0.90%,0.04,0.07,0.00%,0.00,0.00
Sunday,5,PMAX | shopping | EU | EN,EUR,0.33,186,2,1.08%,0.03,0.06,0.00%,0.00,0.00
Sunday,8,PMAX | shopping | EU | EN,EUR,1.49,927,5,0.54%,0.28,1.38,0.00%,0.00,0.00
Monday,2,S | General | NL,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,8,S | General | EU | DE,EUR,0.00,63,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,3,S | General | EU | DE,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,19,S | Brand | EU | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,12,S | General | EU | FR,EUR,0.00,21,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,3,S | Brand | EU | DE,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,3,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,4,S | General | EU | EN,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,3,S | General | EU | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,12,Rem | EU | FR,EUR,0.00,45,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,0,S | General | NL,EUR,34.84,64,3,4.69%,0.74,2.23,0.00%,0.00,0.00
Friday,1,S | General | NL,EUR,176.92,26,4,15.38%,1.15,4.60,0.00%,0.00,0.00
Thursday,15,S | General | NL,EUR,63.20,171,12,7.02%,0.90,10.81,0.00%,0.00,0.00
Tuesday,8,S | General | NL,EUR,63.84,193,10,5.18%,1.23,12.32,0.00%,0.00,0.00
Monday,16,S | General | NL,EUR,61.37,178,9,5.06%,1.21,10.92,5.56%,0.50,21.85
Monday,21,S | General | NL,EUR,61.24,299,16,5.35%,1.14,18.31,0.00%,0.00,0.00
Sunday,18,S | General | NL,EUR,94.50,278,17,6.12%,1.55,26.27,0.00%,0.00,0.00
Saturday,2,S | General | EU | DE,EUR,57.22,18,1,5.56%,1.03,1.03,0.00%,0.00,0.00
Thursday,8,S | General | EU | DE,EUR,82.56,43,3,6.98%,1.18,3.55,0.00%,0.00,0.00
Friday,2,PMax | Rem | EU | EN,EUR,6.90,161,17,10.56%,0.07,1.11,0.00%,0.00,0.00
Saturday,8,S | General | EU | FR,EUR,17.14,21,1,4.76%,0.36,0.36,0.00%,0.00,0.00
Sunday,15,S | General | EU | FR,EUR,81.99,45,4,8.89%,0.92,3.69,0.00%,0.00,0.00
Friday,9,S | Brand | EU | FR,EUR,50.00,1,1,100.00%,0.05,0.05,0.00%,0.00,0.00
Friday,20,S | Brand | EU | FR,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Friday,20,S | Brand | EU | DE,EUR,921.36,22,7,31.82%,2.90,20.27,14.29%,1.00,20.27
Thursday,15,S | Brand | EU | DE,EUR,658.33,12,1,8.33%,7.90,7.90,0.00%,0.00,0.00
Monday,22,S | Brand | EU | DE,EUR,1451.88,16,2,12.50%,11.62,23.23,50.00%,1.00,23.23
Sunday,15,S | Brand | EU | DE,EUR,0.53,19,1,5.26%,0.01,0.01,100.00%,1.00,0.01
Friday,1,PMax | Rem | NL | New,EUR,11.43,312,16,5.13%,0.22,3.57,0.00%,0.00,0.00
Thursday,0,PMax | Rem | NL | New,EUR,9.44,679,35,5.15%,0.18,6.41,0.00%,0.00,0.00
Thursday,23,PMax | Rem | NL | New,EUR,9.18,"1,164",42,3.61%,0.25,10.69,1.80%,0.75,14.17
Tuesday,23,PMax | Rem | NL | New,EUR,14.27,"1,567",87,5.55%,0.26,22.37,1.15%,1.00,22.37
Thursday,1,S | General | EU | EN,EUR,19.14,35,2,5.71%,0.34,0.67,0.00%,0.00,0.00
Thursday,15,S | General | EU | EN,EUR,19.49,83,4,4.82%,0.40,1.62,0.00%,0.00,0.00
Tuesday,0,S | General | EU | EN,EUR,88.54,29,4,13.79%,0.64,2.57,0.00%,0.00,0.00
Tuesday,20,S | General | EU | EN,EUR,43.57,73,8,10.96%,0.40,3.18,0.00%,0.00,0.00
Tuesday,21,S | General | EU | EN,EUR,19.38,80,4,5.00%,0.39,1.55,0.00%,0.00,0.00
Sunday,18,S | General | EU | EN,EUR,29.22,102,7,6.86%,0.43,2.98,0.00%,0.00,0.00
Sunday,19,S | General | EU | EN,EUR,44.10,131,14,10.69%,0.41,5.78,0.00%,0.00,0.00
Sunday,22,S | General | EU | EN,EUR,56.04,109,10,9.17%,0.61,6.11,0.00%,0.00,0.00
Sunday,12,Rem | EU | EN,EUR,31.74,110,7,6.36%,0.50,3.49,0.00%,0.00,0.00
Monday,15,Rem | NL,EUR,27.61,76,2,2.63%,1.05,2.10,0.00%,0.00,0.00
Saturday,9,PMax | Rem | FR,EUR,17.32,491,40,8.15%,0.21,8.50,0.00%,0.00,0.00
Friday,8,PMax | Rem | FR,EUR,8.70,439,44,10.02%,0.09,3.82,0.00%,0.00,0.00
Friday,12,PMax | Rem | FR,EUR,17.43,215,18,8.37%,0.21,3.75,0.00%,0.00,0.00
Thursday,16,PMax | Rem | FR,EUR,26.44,307,26,8.47%,0.31,8.12,0.00%,0.00,0.00
Tuesday,6,PMax | Rem | FR,EUR,61.54,78,4,5.13%,1.20,4.80,0.00%,0.00,0.00
Monday,4,PMax | Rem | FR,EUR,3.09,94,8,8.51%,0.04,0.29,12.50%,1.00,0.29
Saturday,7,S | General | UK,EUR,36.25,16,1,6.25%,0.58,0.58,0.00%,0.00,0.00
Friday,7,S | General | UK,EUR,76.47,17,2,11.76%,0.65,1.30,0.00%,0.00,0.00
Thursday,13,S | General | UK,EUR,66.57,85,8,9.41%,0.71,5.66,0.00%,0.00,0.00
Wednesday,12,S | General | UK,EUR,82.07,93,7,7.53%,1.09,7.63,14.29%,1.00,7.63
Tuesday,6,S | General | UK,EUR,49.17,12,1,8.33%,0.59,0.59,100.00%,1.00,0.59
Tuesday,21,S | General | UK,EUR,102.96,77,9,11.69%,0.88,7.93,0.00%,0.00,0.00
Saturday,19,S | Brand | NL,EUR,22.27,25,7,28.00%,0.08,0.56,0.00%,0.00,0.00
Thursday,9,S | Brand | NL,EUR,15.10,36,14,38.89%,0.04,0.54,17.86%,2.50,0.22
Thursday,18,S | Brand | NL,EUR,206.88,16,5,31.25%,0.66,3.31,40.00%,2.00,1.66
Monday,9,S | Brand | NL,EUR,173.54,41,12,29.27%,0.59,7.12,41.67%,5.00,1.42
Wednesday,1,PMax | Rem | DE,EUR,7.23,53,1,1.89%,0.38,0.38,0.00%,0.00,0.00
Wednesday,4,PMax | Rem | DE,EUR,35.01,72,11,15.28%,0.23,2.52,0.00%,0.00,0.00
Tuesday,21,PMax | Rem | DE,EUR,10.88,760,17,2.24%,0.49,8.27,0.00%,0.00,0.00
Saturday,22,PMax | Rem | UK,EUR,9.83,"1,119",24,2.14%,0.46,11.00,0.00%,0.00,0.00
Friday,7,PMax | Rem | UK,EUR,15.16,153,9,5.88%,0.26,2.32,0.00%,0.00,0.00
Friday,18,PMax | Rem | UK,EUR,12.51,292,13,4.45%,0.28,3.65,0.00%,0.00,0.00
Friday,20,PMax | Rem | UK,EUR,27.25,272,15,5.51%,0.49,7.41,13.33%,2.00,3.71
Thursday,10,PMax | Rem | UK,EUR,8.07,212,9,4.25%,0.19,1.71,0.00%,0.00,0.00
Tuesday,17,PMax | Rem | UK,EUR,0.57,"3,882",47,1.21%,0.05,2.20,0.00%,0.00,0.00
Sunday,17,PMax | Rem | UK,EUR,4.46,774,19,2.45%,0.18,3.45,0.00%,0.00,0.00
Thursday,22,Rem | EU | FR,EUR,1.31,2,2,100.00%,0.00,0.00,0.00%,0.00,0.00
Monday,16,PMAX | shopping | EU | EN,EUR,0.19,"72,640",330,0.45%,0.04,14.02,0.00%,0.00,0.00
Sunday,3,PMAX | shopping | EU | EN,EUR,0.09,190,1,0.53%,0.02,0.02,0.00%,0.00,0.00
Sunday,14,PMAX | shopping | EU | EN,EUR,0.53,"7,386",59,0.80%,0.07,3.94,0.00%,0.00,0.00
Sunday,22,PMAX | shopping | EU | EN,EUR,12.25,148,5,3.38%,0.36,1.81,0.00%,0.00,0.00
Tuesday,5,S | General | EU | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,15,Rem | EU | DE,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,7,Rem | NL,EUR,0.00,136,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,5,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,8,Rem | EU | FR,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,3,Rem | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,3,PMAX | shopping | EU | EN,EUR,0.00,46,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,8,S | General | UK,EUR,112.39,73,10,13.70%,0.82,8.20,0.00%,0.00,0.00
Monday,19,S | General | UK,EUR,55.97,62,5,8.06%,0.69,3.47,0.00%,0.00,0.00
Sunday,16,S | General | UK,EUR,39.63,107,7,6.54%,0.61,4.24,0.00%,0.00,0.00
Wednesday,7,S | Brand | EU | DE,EUR,3011.67,12,2,16.67%,18.07,36.14,0.00%,0.00,0.00
Wednesday,11,S | Brand | EU | DE,EUR,1.43,14,2,14.29%,0.01,0.02,50.00%,1.00,0.02
Monday,11,S | Brand | EU | DE,EUR,132.50,8,1,12.50%,1.06,1.06,0.00%,0.00,0.00
Saturday,0,PMax | Rem | NL | New,EUR,12.66,617,27,4.38%,0.29,7.81,3.70%,1.00,7.81
Monday,11,PMax | Rem | NL | New,EUR,9.47,"1,545",69,4.47%,0.21,14.63,0.00%,0.00,0.00
Sunday,17,PMax | Rem | NL | New,EUR,18.09,"2,111",100,4.74%,0.38,38.18,1.00%,1.00,38.18
Sunday,19,PMax | Rem | NL | New,EUR,12.79,"2,463",121,4.91%,0.26,31.49,1.04%,1.26,24.99
Saturday,0,S | General | EU | EN,EUR,35.63,71,5,7.04%,0.51,2.53,0.00%,0.00,0.00
Thursday,14,S | General | EU | EN,EUR,20.92,76,3,3.95%,0.53,1.59,0.00%,0.00,0.00
Thursday,16,S | General | EU | EN,EUR,136.18,51,5,9.80%,1.39,6.95,0.00%,0.00,0.00
Wednesday,17,S | General | EU | EN,EUR,61.79,67,6,8.96%,0.69,4.14,0.00%,0.00,0.00
Friday,7,Rem | EU | DE,EUR,12.15,36,2,5.56%,0.22,0.44,0.00%,0.00,0.00
Thursday,7,Rem | EU | DE,EUR,6.26,45,3,6.67%,0.09,0.28,0.00%,0.00,0.00
Monday,7,Rem | EU | DE,EUR,8.98,77,1,1.30%,0.69,0.69,0.00%,0.00,0.00
Friday,10,Rem | NL,EUR,22.35,105,3,2.86%,0.78,2.35,0.00%,0.00,0.00
Friday,19,Rem | NL,EUR,20.10,225,1,0.44%,4.52,4.52,0.00%,0.00,0.00
Sunday,17,Rem | NL,EUR,3.48,172,1,0.58%,0.60,0.60,0.00%,0.00,0.00
Saturday,19,PMax | Rem | FR,EUR,0.70,374,14,3.74%,0.02,0.26,0.00%,0.00,0.00
Friday,2,PMax | Rem | FR,EUR,0.07,27,1,3.70%,0.00,0.00,0.00%,0.00,0.00
Friday,20,PMax | Rem | FR,EUR,17.36,619,36,5.82%,0.30,10.74,0.00%,0.00,0.00
Thursday,22,PMax | Rem | FR,EUR,14.07,196,8,4.08%,0.34,2.76,0.00%,0.00,0.00
Thursday,23,PMax | Rem | FR,EUR,52.88,42,3,7.14%,0.74,2.22,0.00%,0.00,0.00
Wednesday,19,PMax | Rem | FR,EUR,0.96,56,6,10.71%,0.01,0.05,0.00%,0.00,0.00
Tuesday,23,PMax | Rem | FR,EUR,6.24,277,16,5.78%,0.11,1.73,0.00%,0.00,0.00
Saturday,15,S | General | NL,EUR,86.45,234,17,7.26%,1.19,20.23,5.88%,1.00,20.23
Friday,12,S | General | NL,EUR,128.52,208,20,9.62%,1.34,26.73,5.00%,1.00,26.73
Friday,19,S | General | NL,EUR,125.06,213,20,9.39%,1.33,26.64,5.00%,1.00,26.64
Thursday,6,S | General | NL,EUR,141.22,70,8,11.43%,1.24,9.89,10.42%,0.83,11.86
Tuesday,23,S | General | NL,EUR,33.68,125,4,3.20%,1.05,4.21,0.00%,0.00,0.00
Monday,1,S | General | NL,EUR,18.24,17,1,5.88%,0.31,0.31,0.00%,0.00,0.00
Monday,19,S | General | NL,EUR,65.75,266,17,6.39%,1.03,17.49,0.00%,0.00,0.00
Friday,23,S | General | EU | DE,EUR,31.61,31,1,3.23%,0.98,0.98,0.00%,0.00,0.00
Tuesday,22,S | General | EU | DE,EUR,45.12,39,2,5.13%,0.88,1.76,0.00%,0.00,0.00
Sunday,19,S | General | EU | DE,EUR,33.99,67,3,4.48%,0.76,2.28,0.00%,0.00,0.00
Thursday,20,S | Brand | UK,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Saturday,16,S | Brand | EU | EN,EUR,10.00,1,1,100.00%,0.01,0.01,0.00%,0.00,0.00
Saturday,2,PMax | Rem | EU | EN,EUR,6.44,176,13,7.39%,0.09,1.13,0.00%,0.00,0.00
Saturday,18,PMax | Rem | EU | EN,EUR,3.97,"4,738",178,3.76%,0.11,18.83,0.00%,0.00,0.00
Friday,1,PMax | Rem | EU | EN,EUR,10.30,200,24,12.00%,0.09,2.06,0.00%,0.00,0.00
Friday,12,PMax | Rem | EU | EN,EUR,7.91,651,29,4.45%,0.18,5.15,0.00%,0.00,0.00
Wednesday,17,PMax | Rem | EU | EN,EUR,18.02,921,66,7.17%,0.25,16.60,0.00%,0.00,0.00
Thursday,5,S | General | EU | FR,EUR,246.67,6,1,16.67%,1.48,1.48,0.00%,0.00,0.00
Thursday,16,S | General | EU | FR,EUR,9.43,27,1,3.70%,0.25,0.25,0.00%,0.00,0.00
Wednesday,10,S | General | EU | FR,EUR,139.80,24,2,8.33%,1.68,3.36,0.00%,0.00,0.00
Tuesday,10,S | General | EU | FR,EUR,155.29,46,6,13.04%,1.19,7.14,0.00%,0.00,0.00
Saturday,8,S | Brand | NL,EUR,109.68,20,9,45.00%,0.24,2.19,11.11%,1.00,2.19
Saturday,12,S | Brand | NL,EUR,75.83,24,9,37.50%,0.20,1.82,33.33%,3.00,0.61
Friday,10,S | Brand | NL,EUR,52.22,29,13,44.83%,0.12,1.51,23.08%,3.00,0.50
Friday,12,S | Brand | NL,EUR,3.57,14,5,35.71%,0.01,0.05,20.00%,1.00,0.05
Friday,19,S | Brand | NL,EUR,23.45,32,13,40.63%,0.06,0.75,7.69%,1.00,0.75
Friday,22,S | Brand | NL,EUR,125.42,24,7,29.17%,0.43,3.01,14.29%,1.00,3.01
Thursday,22,S | Brand | NL,EUR,141.67,18,6,33.33%,0.43,2.55,33.33%,2.00,1.28
Friday,18,PMax | Rem | DE,EUR,7.69,493,21,4.26%,0.18,3.79,0.00%,0.00,0.00
Wednesday,20,PMax | Rem | DE,EUR,9.81,558,28,5.02%,0.20,5.47,0.00%,0.00,0.00
Tuesday,6,PMax | Rem | DE,EUR,7.99,168,5,2.98%,0.27,1.34,0.00%,0.00,0.00
Tuesday,22,PMax | Rem | DE,EUR,5.44,"1,247",25,2.00%,0.27,6.78,0.00%,0.00,0.00
Monday,7,PMax | Rem | DE,EUR,14.61,247,9,3.64%,0.40,3.61,0.00%,0.00,0.00
Monday,10,PMax | Rem | DE,EUR,33.85,307,15,4.89%,0.69,10.39,0.00%,0.00,0.00
Sunday,1,PMax | Rem | DE,EUR,67.37,77,7,9.09%,0.74,5.19,0.00%,0.00,0.00
Sunday,8,PMax | Rem | DE,EUR,16.14,336,13,3.87%,0.42,5.42,0.00%,0.00,0.00
Sunday,16,PMax | Rem | DE,EUR,14.32,357,10,2.80%,0.51,5.11,0.00%,0.00,0.00
Saturday,4,PMax | Rem | UK,EUR,3.16,35,1,2.86%,0.11,0.11,0.00%,0.00,0.00
Saturday,6,PMax | Rem | UK,EUR,74.40,53,4,7.55%,0.99,3.94,0.00%,0.00,0.00
Wednesday,18,PMax | Rem | UK,EUR,15.30,271,23,8.49%,0.18,4.15,4.35%,1.00,4.15
Saturday,10,Rem | EU | FR,EUR,50.91,54,1,1.85%,2.75,2.75,0.00%,0.00,0.00
Saturday,17,Rem | EU | FR,EUR,2.77,57,5,8.77%,0.03,0.16,0.00%,0.00,0.00
Friday,9,PMAX | shopping | EU | EN,EUR,0.13,"15,911",32,0.20%,0.06,2.03,0.00%,0.00,0.00
Friday,13,PMAX | shopping | EU | EN,EUR,0.53,75,1,1.33%,0.04,0.04,0.00%,0.00,0.00
Wednesday,21,PMAX | shopping | EU | EN,EUR,0.56,85,1,1.18%,0.05,0.05,0.00%,0.00,0.00
Tuesday,2,PMAX | shopping | EU | EN,EUR,0.21,"1,961",5,0.25%,0.08,0.41,0.00%,0.00,0.00
Tuesday,9,PMAX | shopping | EU | EN,EUR,0.14,"15,111",53,0.35%,0.04,2.05,0.00%,0.00,0.00
Tuesday,14,PMAX | shopping | EU | EN,EUR,0.14,"39,716",154,0.39%,0.04,5.53,0.00%,0.00,0.00
Sunday,6,PMAX | shopping | EU | EN,EUR,1.88,426,3,0.70%,0.27,0.80,0.00%,0.00,0.00
Sunday,19,PMAX | shopping | EU | EN,EUR,0.28,"13,507",108,0.80%,0.03,3.74,0.00%,0.00,0.00
Sunday,21,PMAX | shopping | EU | EN,EUR,0.35,123,1,0.81%,0.04,0.04,0.00%,0.00,0.00
Sunday,6,S | General | UK,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,1,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,2,Rem | EU | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,6,Rem | EU | DE,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,8,Rem | NL,EUR,0.00,87,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,0,S | General | EU | DE,EUR,0.00,21,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,0,S | General | EU | FR,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,3,S | General | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,9,S | General | EU | FR,EUR,0.00,21,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,6,S | General | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,7,PMax | Rem | UK,EUR,0.00,143,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,2,Rem | EU | FR,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,10,Rem | EU | FR,EUR,0.00,38,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,10,S | General | NL,EUR,68.28,223,12,5.38%,1.27,15.23,0.00%,0.00,0.00
Wednesday,21,S | General | NL,EUR,72.36,269,16,5.95%,1.22,19.46,0.00%,0.00,0.00
Monday,23,S | General | NL,EUR,63.17,122,4,3.28%,1.93,7.71,0.00%,0.00,0.00
Friday,6,S | General | EU | DE,EUR,36.90,42,1,2.38%,1.55,1.55,0.00%,0.00,0.00
Tuesday,9,S | Brand | EU | EN,EUR,845.00,2,1,50.00%,1.69,1.69,0.00%,0.00,0.00
Saturday,15,PMax | Rem | EU | EN,EUR,7.70,"2,200",82,3.73%,0.21,16.95,0.00%,0.00,0.00
Friday,11,PMax | Rem | EU | EN,EUR,9.99,906,69,7.62%,0.13,9.05,1.45%,1.00,9.05
Friday,21,PMax | Rem | EU | EN,EUR,8.49,"1,482",83,5.60%,0.15,12.58,0.00%,0.00,0.00
Thursday,12,S | General | EU | FR,EUR,38.05,39,3,7.69%,0.49,1.48,0.00%,0.00,0.00
Tuesday,16,S | General | EU | FR,EUR,118.71,31,3,9.68%,1.23,3.68,0.00%,0.00,0.00
Thursday,11,S | Brand | EU | DE,EUR,1.30,14,2,14.29%,0.01,0.02,0.00%,0.00,0.00
Wednesday,4,PMax | Rem | NL | New,EUR,8.87,217,14,6.45%,0.14,1.92,0.00%,0.00,0.00
Monday,6,PMax | Rem | NL | New,EUR,9.60,658,34,5.17%,0.19,6.32,0.00%,0.00,0.00
Sunday,3,PMax | Rem | NL | New,EUR,21.38,181,6,3.31%,0.64,3.87,0.00%,0.00,0.00
Sunday,12,PMax | Rem | NL | New,EUR,15.41,"2,019",92,4.56%,0.34,31.11,0.00%,0.00,0.00
Sunday,15,PMax | Rem | NL | New,EUR,10.80,"2,463",123,4.99%,0.22,26.60,0.00%,0.00,0.00
Saturday,16,S | General | EU | EN,EUR,91.63,98,11,11.22%,0.82,8.98,0.00%,0.00,0.00
Friday,7,S | General | EU | EN,EUR,50.64,47,5,10.64%,0.48,2.38,0.00%,0.00,0.00
Friday,15,S | General | EU | EN,EUR,18.07,94,5,5.32%,0.34,1.70,0.00%,0.00,0.00
Wednesday,5,S | General | EU | EN,EUR,156.32,19,3,15.79%,0.99,2.97,0.00%,0.00,0.00
Wednesday,8,S | General | EU | EN,EUR,23.97,68,3,4.41%,0.54,1.63,0.00%,0.00,0.00
Friday,10,Rem | EU | DE,EUR,72.20,61,3,4.92%,1.47,4.40,0.00%,0.00,0.00
Friday,12,Rem | EU | DE,EUR,6.36,93,3,3.23%,0.20,0.59,0.00%,0.00,0.00
Tuesday,16,Rem | NL,EUR,6.58,253,2,0.79%,0.83,1.67,0.00%,0.00,0.00
Saturday,8,PMax | Rem | FR,EUR,2.95,449,24,5.35%,0.06,1.32,0.00%,0.00,0.00
Wednesday,14,PMax | Rem | FR,EUR,50.25,119,9,7.56%,0.66,5.98,0.00%,0.00,0.00
Monday,7,PMax | Rem | FR,EUR,0.78,164,5,3.05%,0.03,0.13,0.00%,0.00,0.00
Thursday,14,S | General | UK,EUR,85.57,61,6,9.84%,0.87,5.22,0.00%,0.00,0.00
Tuesday,14,S | General | UK,EUR,56.91,55,5,9.09%,0.63,3.13,0.00%,0.00,0.00
Monday,20,S | General | UK,EUR,79.23,70,9,12.86%,0.62,5.55,0.00%,0.00,0.00
Monday,23,S | General | UK,EUR,41.77,90,8,8.89%,0.47,3.76,0.00%,0.00,0.00
Wednesday,8,S | Brand | NL,EUR,80.13,34,12,35.29%,0.23,2.72,8.33%,1.00,2.72
Tuesday,9,S | Brand | NL,EUR,132.42,24,9,37.50%,0.35,3.18,11.11%,1.00,3.18
Tuesday,13,S | Brand | NL,EUR,3.08,30,10,33.33%,0.01,0.09,0.00%,0.00,0.00
